Shira Scheindlin,004,188,189,0,0,0,0,0,0,0,1,0
Time Warner,004,198,199,0,0,1,1,0,0,0,0,0
Warner Cable,004,199,200,0,0,0,1,0,0,0,0,0
Unreasonable Bienenstock,004,261,262,0,0,0,0,0,0,0,0,0
Robert D,004,275,276,0,0,0,0,0,0,0,0,0
D Sack,004,276,277,0,0,0,0,0,0,0,0,0
Jon O,004,279,280,0,0,0,0,0,0,0,0,0
O Newman,004,280,281,0,0,0,0,0,0,0,0,0
America Securities,004,326,327,0,1,1,1,0,0,0,0,0
Brothers Holdings,004,334,335,0,1,1,1,0,0,0,0,0
David M,004,349,350,0,0,0,0,0,0,0,1,0
M Friedman,004,350,351,0,0,0,0,0,0,0,1,0
Adelphia,004,40,40,1,0,1,1,1,0,0,0,0
Bienenstock,004,117,117,0,0,0,0,0,0,0,0,0
Adelphia,004,161,161,1,0,1,1,1,0,0,0,0
Scheindlin,004,189,189,0,0,0,0,0,0,0,1,0
Cable,004,200,200,0,0,0,1,0,0,0,0,0
Adelphia,004,212,212,1,0,1,1,1,0,0,0,0
Adelphia,004,236,236,1,0,1,1,1,0,1,0,0
Adelphia,004,250,250,1,0,1,1,1,0,0,0,0
Bienenstock,004,262,262,0,0,0,0,0,0,0,0,0
Sack,004,277,277,0,0,0,0,0,0,0,0,0
Newman,004,281,281,0,0,0,0,0,0,0,0,0
Adelphia,004,283,283,1,0,1,1,1,0,0,0,0
Friedman,004,351,351,0,0,0,0,0,0,0,1,0
Adelphia,004,355,355,1,0,1,1,1,0,1,1,0
Advanced Marketing Services Inc,005,0,3,1,1,1,1,1,0,0,0,0
Baker And Taylor Inc,005,28,31,1,1,1,1,1,0,0,0,0
Costco Wholesale Corp,005,15,17,1,1,1,1,0,0,0,0,0
Baker And Taylor,005,78,80,1,0,1,1,1,0,0,0,0
Creditors Balk Details,005,172,174,0,0,0,0,0,0,0,0,0
Baker And Taylor,005,179,181,1,0,1,1,1,0,0,0,0
Baker And Taylor,005,229,231,1,0,1,1,1,0,0,0,0
Marketing Services,005,1,2,0,0,0,1,1,0,0,0,0
Sam's Club,005,12,13,1,0,0,0,0,0,0,0,0
Advanced Marketing,005,41,42,1,0,1,1,1,0,1,0,0
US Bankruptcy,005,54,55,0,0,0,0,0,0,0,1,0
Christopher Sontchi,005,57,58,0,0,0,0,0,0,0,1,0
Wilmington Delaware,005,63,64,0,0,0,0,0,0,0,0,0
Advanced Marketing,005,98,99,1,0,1,1,1,0,0,1,0
Gary Rautenstrauch,005,103,104,0,0,0,0,0,0,0,1,0
Advanced Marketing,005,110,111,1,0,1,1,1,1,0,0,0
US Justice,005,122,123,0,0,0,0,0,0,0,0,0
Advanced Marketing,005,145,146,1,0,1,1,1,0,0,0,0
Creditors Balk,005,172,173,0,0,0,0,0,0,0,0,0
Balk Details,005,173,174,0,0,0,0,0,0,0,0,0
Advanced Marketing,005,194,195,0,0,1,1,1,0,0,0,0
West Inc,005,216,217,0,1,1,1,0,0,0,0,0
Advanced Marketing,005,226,227,1,0,1,1,1,0,0,0,0
Terms,005,32,32,0,0,0,0,0,0,0,0,0
Sontchi,005,58,58,0,0,0,0,0,0,0,1,0
Sontchi,005,61,61,0,0,0,0,0,0,0,0,0
Rautenstrauch,005,104,104,0,0,0,0,0,0,0,1,0
Details,005,174,174,0,0,0,0,0,0,0,0,0
Marketing,005,195,195,0,0,0,1,1,0,0,0,0
Sontchi,005,200,200,0,0,0,0,0,0,0,0,0
Spokespersons,005,224,224,0,0,0,0,0,0,0,0,0
Delta Air Lines Inc,006,98,101,1,1,1,1,0,0,0,0,0
OAO Aeroflot,006,0,1,1,1,1,1,1,0,0,0,0
Air Lines,006,99,100,0,0,1,1,0,0,0,0,0
Irina Dannenberg,006,132,133,0,0,0,0,0,0,0,0,0
Aeroflot,006,23,23,1,0,1,1,1,0,0,0,0
Aeroflot,006,67,67,1,0,1,1,1,0,0,0,0
SkyTeam,006,91,91,0,0,0,0,0,0,0,0,0
Dannenberg,006,133,133,0,0,0,0,0,0,0,0,0
Aeroflot,006,153,153,1,0,1,1,1,0,0,0,0
Halliburton Co,007,0,1,1,1,1,1,0,0,1,0,0
OAO TNK-BP,007,35,36,1,1,1,1,0,0,0,0,0
Jim Kennett,007,172,173,0,0,0,0,0,0,0,0,0
Robert Dieterich,007,186,187,0,0,0,0,0,0,0,0,0
Halliburton,007,26,26,1,0,1,1,0,0,1,0,0
Work,007,56,56,0,0,0,0,0,0,0,0,0
Halliburton,007,65,65,1,0,1,1,0,0,1,0,0
Halliburton,007,108,108,1,0,1,1,0,0,0,0,1
EZ-Pilot,007,120,120,0,0,0,0,0,0,0,0,0
Halliburton,007,130,130,1,0,1,1,0,0,0,0,0
Kennett,007,173,173,0,0,0,0,0,0,0,0,0
Dieterich,007,187,187,0,0,0,0,0,0,0,0,0
Billionaire John Malone,008,0,2,0,0,0,0,0,0,0,0,0
Walt Disney Co,008,95,97,1,1,1,1,0,0,0,0,0
Time Warner Inc,008,164,166,1,1,1,1,0,0,1,0,0
Billionaire John,008,0,1,0,0,0,0,0,0,0,0,0
John Malone,008,1,2,0,0,0,0,0,0,0,0,0
Overture Films,008,30,31,0,0,0,0,1,0,0,0,0
Chris McGurk,008,52,53,0,0,0,0,0,0,0,1,0
May Malone,008,66,67,0,0,0,0,0,0,0,0,0
Universal Pictures,008,79,80,0,0,0,0,0,0,0,0,0
Andrew Baker,008,129,130,0,0,0,0,0,0,0,0,1
Cathay Financial,008,132,133,1,1,1,1,0,0,0,1,0
Liberty Capital,008,140,141,1,1,1,1,0,0,0,0,0
CBS Corp,008,159,160,1,1,1,1,0,0,1,0,0
Liberty Capital,008,173,174,1,1,1,1,0,0,0,0,1
Burbank California,008,208,209,0,0,0,0,0,1,0,0,0
Malone,008,2,2,0,0,0,0,0,0,0,0,0
Starz,008,12,12,0,0,0,0,1,0,0,0,0
Films,008,31,31,0,0,0,0,0,0,0,0,0
McGurk,008,53,53,0,0,0,0,0,0,0,1,0
Overture,008,58,58,0,0,0,0,1,0,0,0,0
Malone,008,67,67,0,0,0,0,0,0,0,0,0
Pictures,008,80,80,0,0,0,0,0,0,0,0,0
Baker,008,130,130,0,0,0,0,0,0,0,0,1
Starz,008,149,149,0,0,0,0,1,0,0,0,0
Showtime,008,162,162,0,0,0,0,0,0,0,0,0
Market,008,190,190,0,0,0,0,0,0,0,0,0
They've,008,193,193,0,0,0,0,0,0,0,0,0
Disney,008,205,205,1,0,0,1,0,0,0,0,0
Disney,008,227,227,1,0,0,1,0,0,0,0,0
Touchstone,008,233,233,0,0,0,0,0,0,0,0,0
Overture,008,258,258,0,0,0,0,1,0,0,0,0
McGurk,008,266,266,0,0,0,0,0,0,0,0,0
JPMorgan Securities Inc,009,242,244,1,1,1,1,0,0,0,1,0
Hurricane Katrina,009,30,31,0,0,0,0,0,0,0,0,0
Hurricane Katrina,009,101,102,0,0,0,0,0,0,0,0,0
Andrew Wessel,009,239,240,0,0,0,0,0,0,0,0,1
MBIA Inc,009,257,258,1,1,1,1,0,0,1,0,0
Katrina,009,31,31,0,0,0,0,0,0,0,0,0
Third-quarter,009,34,34,0,0,0,0,0,0,0,0,0
Ambac,009,125,125,1,0,1,1,1,0,0,0,0
Ambac,009,130,130,1,0,1,1,1,0,1,0,0
Ambac,009,190,190,1,0,1,1,1,0,0,0,0
Ambac,009,192,192,1,0,1,1,1,0,0,0,1
Wessel,009,240,240,0,0,0,0,0,0,0,0,1
False Claims Act,010,190,192,0,0,0,0,0,0,0,0,0
Taxpayers Against Fraud,010,300,302,0,0,0,0,0,0,0,0,0
General Lisa Madigan,010,359,361,0,0,0,0,0,0,0,1,0
Amerigroup Corp,010,0,1,1,1,1,1,1,0,0,0,0
Chicago They,010,90,91,0,0,0,0,0,0,0,0,0
Fred Cohen,010,105,106,0,0,0,0,0,0,0,1,0
Cleveland Tyson,010,125,126,0,0,0,0,0,0,0,0,0
False Claims,010,190,191,0,0,0,0,0,0,0,0,0
Claims Act,010,191,192,0,0,0,0,0,0,0,0,0
Kent Jenkins,010,235,236,0,0,0,0,0,0,0,0,0
Eighth-Largest Verdict,010,241,242,0,0,0,0,0,0,0,0,0
Patrick Burns,010,296,297,0,0,0,0,0,0,0,0,1
Taxpayers Against,010,300,301,0,0,0,0,0,0,0,0,0
Against Fraud,010,301,302,0,0,0,0,0,0,0,0,0
General Lisa,010,359,360,0,0,0,0,0,0,0,1,0
Lisa Madigan,010,360,361,0,0,0,0,0,0,0,1,0
Medicaid,010,28,28,0,0,0,0,0,0,0,0,0
Cohen,010,106,106,0,0,0,0,0,0,0,1,0
Medicaid,010,121,121,0,0,0,0,0,0,1,0,0
Tyson,010,151,151,0,0,0,0,0,0,0,0,0
Act,010,192,192,0,0,0,0,0,0,0,0,0
Amerigroup,010,233,233,1,0,1,1,1,0,0,0,0
Jenkins,010,236,236,0,0,0,0,0,0,0,0,0
Burns,010,297,297,0,0,0,0,0,0,0,0,1
Fraud,010,302,302,0,0,0,0,0,0,0,0,0
Burns,010,323,323,0,0,0,0,0,0,1,0,0
State,010,337,337,0,0,0,0,0,0,0,0,0
Madigan,010,361,361,0,0,0,0,0,0,0,1,0
Jenkins,010,383,383,0,0,0,0,0,0,0,0,0
Jenkins,010,395,395,0,0,0,0,0,0,0,0,0
Amerigroup,010,397,397,1,0,1,1,1,0,0,0,1
Amerigroup,010,406,406,1,0,1,1,1,0,1,0,1
Cherry Hills New Jersey You,011,139,143,0,0,0,0,0,1,0,0,0
Colorado Iowa Missouri Mississippi,011,65,68,0,0,0,0,0,0,0,0,0
Cherry Hills New Jersey,011,139,142,0,0,0,0,0,1,0,0,0
Hills New Jersey You,011,140,143,0,0,0,0,0,1,0,0,0
Craig H Neilsen Foundation,011,169,172,0,0,0,0,0,0,0,0,0
JP Morgan Securities Inc,011,293,296,1,1,1,1,0,0,0,1,0
Ameristar Casinos Inc,011,2,4,1,1,1,1,1,0,0,0,0
Colorado Iowa Missouri,011,65,67,0,0,0,0,0,0,0,0,0
Iowa Missouri Mississippi,011,66,68,0,0,0,0,0,0,0,0,0
Cherry Hills New,011,139,141,0,0,0,0,0,1,0,0,0
Hills New Jersey,011,140,142,0,0,0,0,0,1,0,0,0
New Jersey You,011,141,143,0,0,0,0,0,0,0,0,0
Craig H Neilsen,011,169,171,0,0,0,0,0,0,0,0,0
H Neilsen Foundation,011,170,172,0,0,0,0,0,0,0,0,0
Drawing Interest There,011,274,276,0,0,0,0,0,0,0,0,0
Craig Neilsen,011,22,23,0,0,0,0,0,0,0,1,0
Colorado Iowa,011,65,66,0,0,0,0,0,0,0,0,0
Iowa Missouri,011,66,67,0,0,0,0,0,0,0,0,0
Missouri Mississippi,011,67,68,0,0,0,0,0,0,0,0,0
Nevada Neilsen,011,70,71,0,0,0,0,0,0,0,0,0
Eric Green,011,95,96,0,0,0,0,0,0,0,1,1
Cherry Hills,011,139,140,0,0,0,0,0,1,0,0,0
Hills New,011,140,141,0,0,0,0,0,1,0,0,0
Jersey You,011,142,143,0,0,0,0,0,0,0,0,0
Craig H,011,169,170,0,0,0,0,0,0,0,0,0
H Neilsen,011,170,171,0,0,0,0,0,0,0,0,0
Neilsen Foundation,011,171,172,0,0,0,0,0,0,0,0,0
Kathy Callahan,011,209,210,0,0,0,0,0,0,0,0,0
John Boushy,011,248,249,0,0,0,0,0,0,1,0,0
Gordon Kanofsky,011,256,257,0,0,0,0,0,0,1,1,0
Ray Neilsen,011,264,265,0,0,0,0,0,0,1,1,0
Drawing Interest,011,274,275,0,0,0,0,0,0,0,0,0
Interest There,011,275,276,0,0,0,0,0,0,0,0,0
Mario Kontomerkos,011,288,289,0,0,0,0,0,0,0,1,0
Morgan Securities,011,294,295,0,1,1,1,0,0,0,1,0
Oliver Staley,011,311,312,0,0,0,0,0,0,0,0,0
Michael Nol,011,326,327,0,0,0,0,0,0,0,0,0
Neilsen,011,23,23,0,0,0,0,0,0,0,1,0
Market,011,51,51,0,0,0,0,0,0,0,0,0
Ameristar,011,61,61,1,0,1,1,1,0,0,0,0
Neilsen,011,71,71,0,0,0,0,0,0,0,0,0
We're,011,110,110,0,0,0,0,0,0,0,0,0
You,011,143,143,0,0,0,0,0,0,0,0,0
Ameristar,011,161,161,1,0,1,1,1,0,0,0,0
Foundation,011,172,172,0,0,0,0,0,0,0,0,0
Ameristar,011,188,188,1,0,1,1,1,0,0,0,0
Neilsen,011,193,193,0,0,0,0,0,0,0,0,0
Callahan,011,210,210,0,0,0,0,0,0,0,0,0
Ray,011,226,226,0,0,0,0,0,0,0,0,0
Jaime,011,229,229,0,0,0,0,0,0,0,0,0
Amanda,011,231,231,0,0,0,0,0,0,0,0,0
Ameristar,011,241,241,1,0,1,1,1,0,1,0,0
Ameristar,011,258,258,1,0,1,1,1,0,1,1,0
Ameristar,011,284,284,1,0,1,1,1,0,0,0,0
Kontomerkos,011,289,289,0,0,0,0,0,0,0,1,0
Staley,011,312,312,0,0,0,0,0,0,0,0,0
Nol,011,327,327,0,0,0,0,0,0,0,0,0
Anglo Irish Bank Plc,012,0,3,1,1,1,1,1,0,1,0,0
Bigger Loan Book,012,195,197,0,0,0,0,0,0,0,0,0
Irish Bank,012,1,2,0,1,1,1,1,0,1,0,0
Matt Moran,012,74,75,0,0,0,0,0,0,0,1,0
David Drumm,012,85,86,0,0,0,0,0,0,0,1,0
Anglo Irish,012,117,118,1,0,1,1,1,0,0,0,0
David Odlum,012,139,140,0,0,0,0,0,0,0,1,0
NCB Stockbrokers,012,144,145,1,1,1,1,0,0,0,1,0
Bigger Loan,012,195,196,0,0,0,0,0,0,0,0,0
Loan Book,012,196,197,0,0,0,0,0,0,0,0,0
Anglo Irish,012,198,199,1,0,1,1,1,0,0,0,0
Anglo Irish,012,254,255,1,0,1,1,1,0,0,0,0
Net,012,22,22,0,0,0,0,0,0,0,0,0
Moran,012,75,75,0,0,0,0,0,0,0,1,0
Drumm,012,86,86,0,0,0,0,0,0,0,1,0
Odlum,012,140,140,0,0,0,0,0,0,0,1,0
Audley Capital Advisors LLP,013,65,68,1,1,1,1,0,0,0,0,0
Cycladic Capital LLP,013,27,29,1,1,1,1,0,0,0,0,0
Balda AG,013,0,1,1,1,1,1,1,0,0,0,0
Capital Advisors,013,66,67,0,0,0,1,0,0,0,0,0
Julian Treger,013,89,90,0,0,0,0,0,0,0,0,0
Stefanie Haxel,013,202,203,0,0,0,0,0,0,0,0,0
Malcolm Fried,013,216,217,0,0,0,0,0,0,0,0,0
Balda,013,48,48,1,0,1,1,1,0,1,0,0
Treger,013,90,90,0,0,0,0,0,0,0,0,0
Balda,013,120,120,1,0,1,1,1,0,0,0,0
Balda,013,150,150,1,0,1,1,1,0,0,0,0
Balda,013,178,178,1,0,1,1,1,0,0,0,0
Haxel,013,203,203,0,0,0,0,0,0,0,0,0
Fried,013,217,217,0,0,0,0,0,0,0,0,0
Singapore Aircraft Leasing Enterprise,014,15,18,1,1,1,1,1,0,0,0,0
Aircraft Leasing,014,16,17,0,0,0,1,1,0,0,0,0
Boeing Co,014,119,120,1,1,1,1,0,0,0,0,0
Winson Fong,014,156,157,0,0,0,0,0,0,0,0,1
Singapore Aircraft,014,171,172,0,0,1,1,1,0,0,0,0
Leasing,014,121,121,0,0,0,1,0,0,0,0,0
Fong,014,157,157,0,0,0,0,0,0,0,0,1
Aircraft,014,172,172,0,0,0,1,1,0,0,0,0
Singapore Aircraft Leasing Enterprise,015,42,45,1,1,1,1,1,0,0,0,0
Chew Choon Seng,015,48,50,0,0,0,0,0,0,0,1,0
Singapore Airlines Ltd,015,55,57,1,1,1,1,1,0,0,1,0
Singapore Aircraft Leasing,015,63,65,0,0,1,1,1,0,0,0,0
HSBC Holdings Plc,015,168,170,1,1,1,1,0,0,0,0,0
Aircraft Leasing,015,43,44,0,0,0,1,1,0,0,0,0
Chew Choon,015,48,49,0,0,0,0,0,0,0,1,0
Choon Seng,015,49,50,0,0,0,0,0,0,0,1,0
Singapore Aircraft,015,63,64,0,0,1,1,1,0,0,0,0
Aircraft Leasing,015,64,65,0,0,0,1,1,0,0,0,0
Singapore Aircraft,015,76,77,1,0,1,1,1,0,0,0,0
Zhu Min,015,96,97,0,0,0,0,0,0,0,1,0
Citigroup Inc,015,166,167,1,1,1,1,0,0,0,0,0
Standard Chartered,015,172,173,1,0,0,0,0,0,0,0,0
Seng,015,50,50,0,0,0,0,0,0,0,1,0
Min,015,97,97,0,0,0,0,0,0,0,1,0
Foreign,015,163,163,0,0,0,0,0,0,0,0,0
Billionaire Kumar Mangalam Birla,016,0,3,0,0,0,0,1,0,0,0,0
Niche Brokerage Pvt Ltd,016,142,145,1,1,1,1,0,1,0,0,0
ABN Amro Holding NV,016,211,214,1,1,1,1,0,0,0,0,0
Billionaire Kumar Mangalam,016,0,2,0,0,0,0,1,0,0,0,0
Kumar Mangalam Birla,016,1,3,0,0,0,0,1,0,0,0,0
Hindalco Industries Ltd,016,10,12,1,1,1,1,1,0,1,0,0
Billionaire Kumar,016,0,1,0,0,0,0,1,0,0,0,0
Kumar Mangalam,016,1,2,0,0,0,0,1,0,0,0,0
Mangalam Birla,016,2,3,0,0,0,0,1,0,0,0,0
HNDL India,016,13,14,0,0,0,0,0,0,1,0,0
Novelis Inc,016,29,30,1,1,1,1,0,0,0,0,0
Arvind Desai,016,134,135,0,0,0,0,0,0,0,0,1
Brokerage Pvt,016,143,144,0,0,0,1,0,1,0,0,0
Amro Holding,016,212,213,0,0,0,1,0,0,0,0,0
UBS AG,016,216,217,1,1,1,1,0,0,0,0,0
Pragnya Ram,016,229,230,0,0,0,0,0,0,0,0,0
Fitch Ratings,016,253,254,0,0,0,0,0,0,0,0,0
Birla,016,3,3,0,0,0,0,1,0,0,0,0
Hindalco,016,34,34,1,0,1,1,1,0,0,0,0
Hindalco,016,75,75,1,0,1,1,1,0,0,0,0
Novelis,016,81,81,1,0,1,1,0,0,0,0,0
Sensitive,016,97,97,0,0,0,0,0,0,0,0,0
Investors,016,118,118,0,0,0,0,0,0,0,0,0
Novelis,016,132,132,1,0,1,1,0,0,0,0,0
Desai,016,135,135,0,0,0,0,0,0,0,0,1
Founders,016,146,146,0,0,0,0,0,0,0,0,0
Hindalco,016,159,159,1,0,1,1,1,0,0,0,0
Hindalco,016,188,188,1,0,1,1,1,0,0,0,0
Novelis,016,228,228,1,0,1,1,0,0,0,0,0
Ram,016,230,230,0,0,0,0,0,0,0,0,0
Hindalco,016,236,236,1,0,1,1,1,0,1,0,1
Barry Fiala Inc,017,32,34,1,1,1,1,0,0,1,0,0
Samuel H Mays,017,67,69,0,0,0,0,0,0,0,1,0
Barry Fiala Inc,017,113,115,1,1,1,1,0,0,0,0,0
Stored Value Systems,017,125,127,1,0,0,0,0,0,0,0,0
JC Penney Co,017,144,146,1,1,1,1,0,0,1,0,0
Ceridian Corp,017,1,2,1,1,1,1,1,0,0,0,0
Barry Fiala,017,56,57,1,0,1,1,0,0,0,0,0
Samuel H,017,67,68,0,0,0,0,0,0,0,1,0
H Mays,017,68,69,0,0,0,0,0,0,0,1,0
Barry Bretschneider,017,77,78,0,0,1,1,0,0,0,0,0
Barry Fiala,017,108,109,1,0,1,1,0,0,0,0,0
Stored Value,017,134,135,1,0,0,0,0,0,0,0,0
Target Corp,017,142,143,1,1,1,1,0,0,0,0,0
Alan Fisch,017,151,152,0,0,0,0,0,0,0,0,0
Kaye Scholer,017,154,155,0,0,0,0,0,0,0,0,0
Bretschneider,017,78,78,0,0,0,0,0,0,0,0,0
Clubs,017,90,90,0,0,0,0,0,0,0,0,0
Wal-Marts,017,92,92,0,0,0,0,0,0,0,0,0
Bretschneider,017,102,102,0,0,0,0,0,0,0,0,0
Ceridian,017,130,130,1,0,1,1,1,0,1,0,0
Comdata,017,132,132,0,0,0,0,0,0,0,0,0
Fisch,017,152,152,0,0,0,0,0,0,0,0,0
Scholer,017,155,155,0,0,0,0,0,0,0,0,0
China Life Insurance Co,018,57,60,1,1,1,1,1,0,1,0,0
China Banking Regulatory Commission,018,193,196,0,0,1,1,1,0,0,0,0
Citic Securities Co,018,41,43,1,1,1,1,0,0,0,0,0
